"ROADID","Dir","i","j","AUTO","SUT","MUT","SPEED","LENGTH","num_lanes","FCLASS","zone","County","waterf","noisef"
3829,-1,36080,36079,1793.324722,0.000000,107.226812,51.997761,0.575195,1,4,180478,MARTIN,1,1
3830,1,36080,36081,818.537069,0.000000,112.337218,51.999825,0.594538,1,4,180478,MARTIN,1,1
3830,-1,36081,36080,1793.324722,0.000000,107.226812,51.997765,0.594538,1,4,180478,MARTIN,1,1
3831,1,36081,36083,818.537069,0.000000,112.337218,51.999826,0.574388,1,4,180464,MARTIN,1,1
3831,-1,36083,36081,1793.324722,0.000000,107.226812,51.997768,0.574388,1,4,180464,MARTIN,1,1
3918,1,33494,990247,3963.041469,0.000000,819.661016,50.882161,0.864310,1,3,180401,DAVIESS,1,1
3918,-1,990247,33494,4396.226080,0.000000,543.644751,50.899146,0.864310,1,3,180401,DAVIESS,1,1
3919,1,33495,33552,3963.041469,0.000000,819.661016,50.882157,1.484656,1,3,180402,DAVIESS,1,1
3919,-1,33552,33495,4396.226080,0.000000,543.644751,50.899143,1.484656,1,3,180402,DAVIESS,1,1
3920,1,33552,28534,3963.041469,0.000000,819.661016,50.882156,0.201611,1,3,180376,DAVIESS,1,1
3920,-1,28534,33552,4396.226080,0.000000,543.644751,50.899144,0.201611,1,3,180376,DAVIESS,1,1
3921,1,28535,35927,4063.212553,0.000000,816.326895,50.874662,0.177570,1,3,180375,DAVIESS,1,1
3921,-1,35927,28535,4495.168813,0.000000,539.607792,50.892681,0.177570,1,3,180375,DAVIESS,1,1
4024,1,35915,36022,5938.987480,0.000000,1379.044212,15.448339,0.250042,2,3,180469,MARTIN,1,1
4024,-1,36022,35915,6145.278833,0.000000,963.498593,15.453464,0.250042,2,3,180469,MARTIN,1,1
4025,1,36023,36019,5843.260757,0.000000,1359.911500,14.983729,0.234432,2,3,180469,MARTIN,1,1
4025,-1,36019,36023,6050.707021,0.000000,948.197900,28.978876,0.234432,2,3,180469,MARTIN,1,1
4026,1,33453,33476,7164.976251,0.000000,156.011382,33.734520,0.126237,1,3,180410,DAVIESS,1,1
4026,-1,33476,33453,6367.453951,0.000000,293.939235,10.721082,0.126237,1,3,180410,DAVIESS,1,1
4027,1,33476,33477,7164.976251,0.000000,156.011382,33.734519,0.126153,1,3,180411,DAVIESS,1,1
4027,-1,33477,33476,6367.453951,0.000000,293.939235,33.794183,0.126153,1,3,180411,DAVIESS,1,1
4028,1,33477,33390,7164.976251,0.000000,156.011382,33.734520,0.126195,1,3,180411,DAVIESS,1,1
4028,-1,33390,33477,6367.453951,0.000000,293.939235,33.794184,0.126195,1,3,180411,DAVIESS,1,1
4029,1,33390,33391,7164.976251,0.000000,156.011382,33.734521,0.063414,1,3,180411,DAVIESS,1,1
4029,-1,33391,33390,6367.453951,0.000000,293.939235,33.794185,0.063414,1,3,180411,DAVIESS,1,1
4060,1,38532,38533,7190.712672,0.000000,1130.286549,46.931532,0.055176,2,4,180710,ORANGE,1,1
4061,1,38533,38530,7190.712672,0.000000,1130.286549,46.931535,0.055518,2,4,180710,ORANGE,1,1
4128,1,38605,38565,2449.168136,0.000000,248.581055,51.989126,0.543101,1,4,180493,LAWRENCE,1,1
4128,-1,38565,38605,2790.765728,0.000000,341.421988,51.978553,0.543101,1,4,180493,LAWRENCE,1,1
4129,1,38565,38566,2449.168136,0.000000,248.581055,51.989133,0.543025,1,4,180386,LAWRENCE,1,1
4129,-1,38566,38565,2790.765728,0.000000,341.421988,51.978564,0.543025,1,4,180386,LAWRENCE,1,1
4130,1,38566,38643,2449.168136,0.000000,248.581055,51.989125,0.543017,1,4,180386,LAWRENCE,1,1
4130,-1,38643,38566,2790.765728,0.000000,341.421988,51.978555,0.543017,1,4,180386,LAWRENCE,1,1
4131,1,38643,38644,2449.168136,0.000000,248.581055,51.989127,0.543020,1,4,180386,LAWRENCE,1,1
4131,-1,38644,38643,2790.765728,0.000000,341.421988,51.978557,0.543020,1,4,180386,LAWRENCE,1,1
4132,1,35909,35654,1882.145678,0.000000,763.696021,50.981867,1.000993,1,3,180463,MARTIN,1,1
4132,-1,35654,35909,2125.343061,0.000000,662.178900,50.981856,1.000993,1,3,180463,MARTIN,1,1
4133,1,35654,990293,1882.145678,0.000000,763.696021,50.981864,0.656786,1,3,180464,MARTIN,1,1
4133,-1,990293,35654,2125.343061,0.000000,662.178900,50.981856,0.656786,1,3,180464,MARTIN,1,1
4134,1,35655,36278,1882.145678,0.000000,763.696021,50.981868,0.515494,1,3,180463,MARTIN,1,1
4134,-1,36278,35655,2125.343061,0.000000,662.178900,50.981853,0.515494,1,3,180463,MARTIN,1,1
4135,1,36274,36275,1882.145678,0.000000,763.696021,50.981865,1.035194,1,3,180464,MARTIN,1,1
4135,-1,36275,36274,2125.343061,0.000000,662.178900,50.981855,1.035194,1,3,180464,MARTIN,1,1
4144,1,39463,39476,3910.701559,0.000000,960.042242,50.858020,0.130356,1,3,180539,DAVIESS,1,1
4144,-1,39476,39463,4039.497390,0.000000,728.688082,10.787062,0.130356,1,3,180539,DAVIESS,1,1
4145,1,39476,990464,3910.701559,0.000000,960.042242,50.858021,0.013371,1,3,180539,DAVIESS,1,1
4145,-1,990464,39476,4039.497390,0.000000,728.688082,50.892961,0.013371,1,3,180539,DAVIESS,1,1
4146,1,39477,39474,3910.701559,0.000000,960.042242,50.858016,0.131490,1,3,180541,DAVIESS,1,1
4146,-1,39474,39477,4039.497390,0.000000,728.688082,50.892960,0.131490,1,3,180541,DAVIESS,1,1
4147,1,39474,39475,3910.701559,0.000000,960.042242,50.858017,0.131490,1,3,180539,DAVIESS,1,1
4147,-1,39475,39474,4039.497390,0.000000,728.688082,50.892962,0.131490,1,3,180539,DAVIESS,1,1
4168,1,34841,34849,2861.678410,0.000000,313.534404,55.998879,0.103412,2,3,181404,SPENCER,1,1
4169,1,34849,34834,2861.678410,0.000000,313.534404,55.998880,0.104889,2,3,181404,SPENCER,1,1
4170,1,28480,34363,454.085842,0.000000,16.642264,14.043727,0.183357,1,5,181368,SPENCER,1,1
4170,-1,34363,28480,525.069748,0.000000,18.281548,47.999969,0.183357,1,5,181368,SPENCER,1,1
4171,1,34363,28411,454.085842,0.000000,16.642264,47.999986,0.178468,1,5,181368,SPENCER,1,1
4171,-1,28411,34363,525.069748,0.000000,18.281548,13.776745,0.178468,1,5,181368,SPENCER,1,1
4172,1,28411,28412,454.085842,0.000000,16.642264,47.999987,0.178404,1,5,181368,SPENCER,1,1
4172,-1,28412,28411,525.069748,0.000000,18.281548,47.999974,0.178404,1,5,181368,SPENCER,1,1
4173,1,28412,32315,454.085842,0.000000,16.642264,47.999982,0.178459,1,5,181364,SPENCER,1,1
4173,-1,32315,28412,525.069748,0.000000,18.281548,47.999969,0.178459,1,5,181364,SPENCER,1,1
4308,1,33392,990233,6822.144521,0.000000,6871.396606,70.109836,2.004558,2,1,180423,DAVIESS,1,1
4391,1,41360,39263,2694.677046,0.000000,228.305793,33.999430,0.199847,2,3,180504,LAWRENCE,1,1
4392,1,39263,39264,2694.677046,0.000000,228.305793,33.999430,0.196190,2,3,180504,LAWRENCE,1,1
4413,1,35830,35656,3148.019956,0.000000,808.747784,50.936077,1.424392,1,3,181018,MARTIN,1,1
4413,-1,35656,35830,3217.222625,0.000000,598.451653,50.955235,1.424392,1,3,181018,MARTIN,1,1
4414,1,35656,35657,3148.019956,0.000000,808.747784,50.936079,1.457036,1,3,181018,MARTIN,1,1
4414,-1,35657,35656,3217.222625,0.000000,598.451653,50.955237,1.457036,1,3,181018,MARTIN,1,1
4415,1,35657,35677,3148.019956,0.000000,808.747784,50.936080,0.182094,1,3,181018,MARTIN,1,1
4415,-1,35677,35657,3217.222625,0.000000,598.451653,50.955238,0.182094,1,3,181018,MARTIN,1,1
4416,1,35925,990298,3147.342308,0.000000,810.120829,50.935944,0.157991,1,3,181018,MARTIN,1,1
4416,-1,990298,35925,3209.249513,0.000000,599.671777,50.955430,0.157991,1,3,181018,MARTIN,1,1
4417,1,36019,36020,4776.842228,0.000000,776.822857,50.814733,0.532160,1,3,180469,MARTIN,1,1
4417,-1,36020,36019,4920.650895,0.000000,567.192157,26.613444,0.532160,1,3,180469,MARTIN,1,1
4418,1,36017,36018,6959.376802,0.000000,805.835505,50.408367,0.757002,1,3,180465,MARTIN,1,1
4418,-1,36018,36017,7103.932862,0.000000,587.537355,50.501687,0.757002,1,3,180465,MARTIN,1,1
4419,1,35979,35980,3769.498385,0.000000,807.325136,50.898897,1.504658,1,3,180465,MARTIN,1,1
4419,-1,35980,35979,3936.395959,0.000000,589.250725,50.921755,1.504658,1,3,180465,MARTIN,1,1
4420,1,35980,990445,3769.498385,0.000000,807.325136,50.898897,1.117851,1,3,180465,MARTIN,1,1
4420,-1,990445,35980,3936.395959,0.000000,589.250725,50.921756,1.117851,1,3,180465,MARTIN,1,1
4477,1,35910,35911,2844.182365,0.000000,659.297532,50.963375,0.746413,1,3,180469,MARTIN,1,1
4477,-1,35911,35910,4051.960341,0.000000,569.548851,30.871922,0.746413,1,3,180469,MARTIN,1,1
4478,1,36089,990411,2748.102809,0.000000,651.948170,50.966996,0.929773,1,3,180465,MARTIN,1,1
4478,-1,990411,36089,3958.854428,0.000000,562.875277,50.924102,0.929773,1,3,180465,MARTIN,1,1
4479,1,36085,36086,2748.102809,0.000000,651.948170,50.966999,1.460776,1,3,180466,MARTIN,1,1
4479,-1,36086,36085,3958.854428,0.000000,562.875277,50.924105,1.460776,1,3,180466,MARTIN,1,1
4480,1,36086,36097,2748.102809,0.000000,651.948170,50.966999,0.734697,1,3,180479,MARTIN,1,1
4480,-1,36097,36086,3958.854428,0.000000,562.875277,50.924103,0.734697,1,3,180479,MARTIN,1,1
4485,1,39914,39926,13116.221822,0.000000,1955.227931,55.347680,0.337634,2,3,180497,LAWRENCE,1,1
4485,-1,39926,39914,13621.242659,0.000000,1527.846202,20.913124,0.337634,2,3,180497,LAWRENCE,1,1
4486,1,39926,39930,13116.221822,0.000000,1955.227931,55.347675,0.344227,2,3,180497,LAWRENCE,1,1
4486,-1,39930,39926,13621.242659,0.000000,1527.846202,55.419439,0.344227,2,3,180497,LAWRENCE,1,1
4487,1,39930,39711,13116.221822,0.000000,1955.227931,55.347679,0.344544,2,3,180497,LAWRENCE,1,1
4487,-1,39711,39930,13621.242659,0.000000,1527.846202,55.419439,0.344544,2,3,180497,LAWRENCE,1,1
4488,1,39711,39712,13116.221822,0.000000,1955.227931,21.151143,0.344570,2,3,180497,LAWRENCE,1,1
4488,-1,39712,39711,13621.242659,0.000000,1527.846202,55.419444,0.344570,2,3,180497,LAWRENCE,1,1
4495,-1,40004,40003,1223.186686,0.000000,12.048432,47.999300,0.006069,1,5,180511,MONROE,1,1
4496,-1,39996,40004,1223.186686,0.000000,12.048432,47.999298,0.006132,1,5,180511,MONROE,1,1
4505,1,32188,32189,346.354689,0.000000,1.331650,38.999945,0.994249,1,7,181365,SPENCER,1,1
4505,-1,32189,32188,199.289474,0.000000,2.432846,38.999994,0.994249,1,7,181365,SPENCER,1,1
4506,1,32189,32304,346.354689,0.000000,1.331650,38.999946,0.248631,1,7,181369,SPENCER,1,1
4506,-1,32304,32189,199.289474,0.000000,2.432846,38.999995,0.248631,1,7,181369,SPENCER,1,1
4507,1,32296,32297,370.900816,0.000000,1.229630,38.999928,0.994246,1,7,181365,SPENCER,1,1
4507,-1,32297,32296,236.234525,0.000000,2.432846,38.999989,0.994246,1,7,181365,SPENCER,1,1
4508,1,32297,32298,370.900816,0.000000,1.229630,38.999927,0.994338,1,7,181369,SPENCER,1,1
4508,-1,32298,32297,236.234525,0.000000,2.432846,38.999988,0.994338,1,7,181369,SPENCER,1,1
4687,1,36266,36267,1338.714803,0.000000,122.679029,41.999273,1.142018,1,4,180483,ORANGE,1,1
4687,-1,36267,36266,1316.225346,0.000000,104.302422,41.999387,1.142018,1,4,180483,ORANGE,1,1
4688,1,36267,36270,1338.714803,0.000000,122.679029,41.999270,0.275766,1,4,180483,ORANGE,1,1
4688,-1,36270,36267,1316.225346,0.000000,104.302422,41.999381,0.275766,1,4,180483,ORANGE,1,1
4689,1,36257,36258,1428.008253,0.000000,122.679029,41.999101,1.167160,1,4,180483,ORANGE,1,1
4689,-1,36258,36257,1408.626904,0.000000,104.302422,41.999224,1.167160,1,4,180483,ORANGE,1,1
4690,1,36258,36316,1428.008253,0.000000,122.679029,31.432043,1.087186,1,4,180485,ORANGE,1,1
4690,-1,36316,36258,1408.626904,0.000000,104.302422,41.999228,1.087186,1,4,180485,ORANGE,1,1
4707,1,28480,34069,3158.464747,0.000000,1575.627791,55.984858,0.499979,2,3,181363,SPENCER,1,1
4707,-1,34069,28480,2985.425592,0.000000,1382.247746,55.989691,0.499979,2,3,181363,SPENCER,1,1
4708,1,34069,34070,3158.464747,0.000000,1575.627791,55.984854,0.555077,2,3,181377,SPENCER,1,1
4708,-1,34070,34069,2985.425592,0.000000,1382.247746,55.989690,0.555077,2,3,181377,SPENCER,1,1
4709,1,34070,34638,3158.464747,0.000000,1575.627791,55.984859,0.556727,2,3,181377,SPENCER,1,1
4709,-1,34638,34070,2985.425592,0.000000,1382.247746,55.989697,0.556727,2,3,181377,SPENCER,1,1
4710,1,34638,34634,3158.464747,0.000000,1575.627791,55.984848,0.556800,2,3,181377,SPENCER,1,1
4710,-1,34634,34638,2985.425592,0.000000,1382.247746,55.989685,0.556800,2,3,181377,SPENCER,1,1
4783,1,35756,35727,8460.661271,0.000000,160.866897,28.573661,0.191575,1,3,181045,DUBOIS,1,1
4783,-1,35727,35756,11181.941255,0.000000,176.049493,12.964524,0.191575,1,3,181045,DUBOIS,1,1
4784,1,35727,990347,11484.494781,0.000000,110.341152,27.713113,0.077375,1,3,181044,DUBOIS,1,1
4784,-1,990347,35727,14230.103926,0.000000,134.863741,26.142076,0.077375,1,3,181044,DUBOIS,1,1
4793,1,41418,41419,2108.438281,0.000000,99.539837,31.995812,0.675894,1,4,180603,LAWRENCE,1,1
4793,-1,41419,41418,2501.680642,0.000000,428.364800,31.978656,0.675894,1,4,180603,LAWRENCE,1,1
4794,1,41419,41420,2108.438281,0.000000,99.539837,31.995810,0.090874,1,4,180612,LAWRENCE,1,1
4794,-1,41420,41419,2501.680642,0.000000,428.364800,31.978655,0.090874,1,4,180612,LAWRENCE,1,1
4795,1,41456,41341,1670.009380,0.000000,98.403979,31.998176,0.665267,1,4,180597,LAWRENCE,1,1
4795,-1,41341,41456,2042.499159,0.000000,428.728834,31.987767,0.665267,1,4,180597,LAWRENCE,1,1
4796,1,41341,41342,1670.009380,0.000000,98.403979,31.998178,0.698608,1,4,180597,LAWRENCE,1,1
4796,-1,41342,41341,2042.499159,0.000000,428.728834,31.987768,0.698608,1,4,180597,LAWRENCE,1,1
4833,1,35753,35752,1454.117754,0.000000,58.070782,38.999391,0.069842,1,3,181044,DUBOIS,1,1
4833,-1,35752,35753,544.753417,0.000000,11.891936,38.999991,0.069842,1,3,181044,DUBOIS,1,1
4834,1,35752,35740,1454.117754,0.000000,58.070782,6.236451,0.062622,1,3,181044,DUBOIS,1,1
4834,-1,35740,35752,544.753417,0.000000,11.891936,38.999991,0.062622,1,3,181044,DUBOIS,1,1
4875,1,33562,33583,530.885696,0.000000,66.197040,48.998950,0.047064,1,7,180400,DAVIESS,1,1
4875,-1,33583,33562,531.499463,0.000000,52.953336,48.999127,0.047064,1,7,180400,DAVIESS,1,1
4876,1,33553,33554,807.628000,0.000000,65.252171,48.995977,0.376484,1,7,180400,DAVIESS,1,1
4876,-1,33554,33553,810.795734,0.000000,52.958750,48.996399,0.376484,1,7,180400,DAVIESS,1,1
4877,1,33554,33603,807.628000,0.000000,65.252171,48.995978,0.376596,1,7,180400,DAVIESS,1,1
4877,-1,33603,33554,810.795734,0.000000,52.958750,48.996399,0.376596,1,7,180400,DAVIESS,1,1
4878,1,33603,33556,807.628000,0.000000,65.252171,48.995980,0.376543,1,7,180400,DAVIESS,1,1
4878,-1,33556,33603,810.795734,0.000000,52.958750,48.996401,0.376543,1,7,180400,DAVIESS,1,1
4889,1,36299,36297,1283.459993,0.000000,875.755388,50.987520,0.593745,1,3,180383,LAWRENCE,1,1
4889,-1,36297,36299,1513.991329,0.000000,593.201578,50.992905,0.593745,1,3,180383,LAWRENCE,1,1
4890,1,36297,36298,1283.459993,0.000000,875.755388,50.987519,0.576264,1,3,180383,LAWRENCE,1,1
4890,-1,36298,36297,1513.991329,0.000000,593.201578,50.992906,0.576264,1,3,180383,LAWRENCE,1,1
4891,1,36298,36300,1283.459993,0.000000,875.755388,50.987518,0.603527,1,3,180383,LAWRENCE,1,1
4891,-1,36300,36298,1513.991329,0.000000,593.201578,50.992906,0.603527,1,3,180383,LAWRENCE,1,1
4892,1,36300,36259,1283.459993,0.000000,875.755388,50.987521,0.591027,1,3,180383,LAWRENCE,1,1
4892,-1,36259,36300,1513.991329,0.000000,593.201578,50.992905,0.591027,1,3,180383,LAWRENCE,1,1
4941,1,28492,32261,4195.553093,0.000000,1835.714832,50.967455,0.221492,2,3,211117,DAVIESS,1,1
4941,-1,32261,28492,4104.955665,0.000000,1658.983348,50.974563,0.221492,2,3,211117,DAVIESS,1,1
4942,1,32261,32268,4195.553093,0.000000,1835.714832,50.967451,0.118502,2,3,181155,SPENCER,1,1
4942,-1,32268,32261,4104.955665,0.000000,1658.983348,50.974556,0.118502,2,3,181155,SPENCER,1,1
4991,1,28461,28540,2607.697710,0.000000,919.649228,47.848121,0.502820,1,5,180901,DUBOIS,1,1
4991,-1,28540,28461,1661.018839,0.000000,647.256987,47.969764,0.502820,1,5,180901,DUBOIS,1,1
4992,1,28540,33359,2607.697710,0.000000,919.649228,47.848125,0.502764,1,5,180901,DUBOIS,1,1
4992,-1,33359,28540,1661.018839,0.000000,647.256987,47.969768,0.502764,1,5,180901,DUBOIS,1,1
4993,1,33359,33353,2607.697710,0.000000,919.649228,47.848122,0.251345,1,5,180914,DUBOIS,1,1
4993,-1,33353,33359,1661.018839,0.000000,647.256987,47.969766,0.251345,1,5,180914,DUBOIS,1,1
4994,1,33354,28457,2607.697710,0.000000,919.649228,25.425198,0.502698,1,5,180914,DUBOIS,1,1
4994,-1,28457,33354,1661.018839,0.000000,647.256987,47.969764,0.502698,1,5,180914,DUBOIS,1,1
5021,1,35514,35508,331.769346,0.000000,0.584626,42.999995,0.064551,1,5,181409,PERRY,1,1
5021,-1,35508,35514,344.387147,0.000000,0.329365,42.999995,0.064551,1,5,181409,PERRY,1,1
5022,1,35510,35511,436.843287,0.000000,1.610473,42.999990,0.125954,1,5,181423,PERRY,1,1
5022,-1,35511,35510,449.494382,0.000000,1.355059,42.999990,0.125954,1,5,181423,PERRY,1,1
5089,1,33413,33420,3343.947580,0.000000,782.785498,55.995128,0.101262,2,3,180399,DAVIESS,1,1
5089,-1,33420,33413,3642.223517,0.000000,558.343751,55.995959,0.101262,2,3,180399,DAVIESS,1,1
5090,1,33419,33421,2525.719609,0.000000,764.444325,55.997633,0.414335,2,3,180415,DAVIESS,1,1
5090,-1,33421,33419,2845.521006,0.000000,567.712738,55.997941,0.414335,2,3,180415,DAVIESS,1,1
5091,1,33421,33406,2525.719609,0.000000,764.444325,55.997635,0.408418,2,3,180414,DAVIESS,1,1
5091,-1,33406,33421,2845.521006,0.000000,567.712738,55.997944,0.408418,2,3,180414,DAVIESS,1,1
5092,1,33406,33407,2525.719609,0.000000,764.444325,55.997635,0.404821,2,3,180415,DAVIESS,1,1
5092,-1,33407,33406,2845.521006,0.000000,567.712738,55.997946,0.404821,2,3,180415,DAVIESS,1,1
5101,1,39475,39478,3910.701559,0.000000,960.042242,50.858016,0.185473,1,3,180535,GREENE,1,1
5101,-1,39478,39475,4039.497390,0.000000,728.688082,50.892962,0.185473,1,3,180535,GREENE,1,1
5102,1,39478,39479,3910.701559,0.000000,960.042242,50.858019,0.185280,1,3,180535,GREENE,1,1
5102,-1,39479,39478,4039.497390,0.000000,728.688082,50.892963,0.185280,1,3,180535,GREENE,1,1
5103,1,39479,39471,3910.701559,0.000000,960.042242,50.858019,0.185140,1,3,180535,GREENE,1,1
5103,-1,39471,39479,4039.497390,0.000000,728.688082,50.892962,0.185140,1,3,180535,GREENE,1,1
5104,1,39471,39472,3910.701559,0.000000,960.042242,14.074329,0.185443,1,3,180535,GREENE,1,1
5104,-1,39472,39471,4039.497390,0.000000,728.688082,50.892961,0.185443,1,3,180535,GREENE,1,1
5159,1,35975,35912,3982.168948,0.000000,781.772696,48.860453,0.135259,1,3,180469,MARTIN,1,1
5159,-1,35912,35975,4072.563200,0.000000,507.376843,48.906983,0.135259,1,3,180469,MARTIN,1,1
5160,1,35912,35913,3982.168948,0.000000,781.772696,48.860450,0.135106,1,3,180469,MARTIN,1,1
5160,-1,35913,35912,4072.563200,0.000000,507.376843,48.906977,0.135106,1,3,180469,MARTIN,1,1
5161,1,35913,36021,3982.168948,0.000000,781.772696,11.199196,0.135877,1,3,180469,MARTIN,1,1
5161,-1,36021,35913,4072.563200,0.000000,507.376843,48.906978,0.135877,1,3,180469,MARTIN,1,1
5162,1,36021,35915,3982.168948,0.000000,781.772696,12.089346,0.150228,1,3,180469,MARTIN,1,1
5162,-1,35915,36021,4072.563200,0.000000,507.376843,12.100859,0.150228,1,3,180469,MARTIN,1,1
5163,1,36029,36030,2945.459957,0.000000,806.885448,50.945864,0.498249,1,3,180390,MARTIN,1,1
5163,-1,36030,36029,3321.121032,0.000000,599.285278,50.951019,0.498249,1,3,180390,MARTIN,1,1
5164,1,36044,28413,2551.852003,0.000000,809.392737,50.961123,0.984547,1,3,180390,MARTIN,1,1
5164,-1,28413,36044,2941.022532,0.000000,601.300137,50.964739,0.984547,1,3,180390,MARTIN,1,1
5165,1,28413,28414,2551.852003,0.000000,809.392737,50.961126,0.983528,1,3,180390,MARTIN,1,1
5165,-1,28414,28413,2941.022532,0.000000,601.300137,50.964741,0.983528,1,3,180390,MARTIN,1,1
5166,1,28414,39451,2551.852003,0.000000,809.392737,50.961129,0.993283,1,3,180534,MARTIN,1,1
5166,-1,39451,28414,2941.022532,0.000000,601.300137,50.964740,0.993283,1,3,180534,MARTIN,1,1
5167,1,35956,35970,2935.893169,0.000000,803.341139,50.946660,0.386714,1,3,181058,MARTIN,1,1
5167,-1,35970,35956,2999.916417,0.000000,591.290495,50.963601,0.386714,1,3,181058,MARTIN,1,1
5168,1,35971,35930,3008.829852,0.000000,803.253651,50.943397,0.739467,1,3,181058,MARTIN,1,1
5168,-1,35930,35971,3071.705066,0.000000,591.202995,50.961184,0.739467,1,3,181058,MARTIN,1,1
5169,1,35930,35931,3008.829852,0.000000,803.253651,50.943399,0.773403,1,3,181058,MARTIN,1,1
5169,-1,35931,35930,3071.705066,0.000000,591.202995,50.961183,0.773403,1,3,181058,MARTIN,1,1
5170,1,35931,35920,3008.829852,0.000000,803.253651,50.943395,0.786692,1,3,180468,MARTIN,1,1
5170,-1,35920,35931,3071.705066,0.000000,591.202995,50.961183,0.786692,1,3,180468,MARTIN,1,1
5247,1,40140,40141,2153.817500,0.000000,4.899191,34.848682,0.320982,1,7,180124,MONROE,1,1
5247,-1,40141,40140,1782.521062,0.000000,3.281812,34.929139,0.320982,1,7,180124,MONROE,1,1
5248,1,40141,40418,2153.817500,0.000000,4.899191,34.848680,0.041195,1,7,180124,MONROE,1,1
5248,-1,40418,40141,1782.521062,0.000000,3.281812,34.929141,0.041195,1,7,180124,MONROE,1,1
5249,1,40407,40408,2344.812776,0.000000,4.999142,34.788091,0.314856,1,7,180124,MONROE,1,1
5249,-1,40408,40407,1950.091325,0.000000,3.364112,34.898694,0.314856,1,7,180124,MONROE,1,1
5250,1,40408,40434,2344.812776,0.000000,4.999142,34.788091,0.311054,1,7,180123,MONROE,1,1
5250,-1,40434,40408,1950.091325,0.000000,3.364112,34.898696,0.311054,1,7,180123,MONROE,1,1
5306,-1,30244,30243,9591.277598,0.000000,72.787302,53.985225,0.137685,3,3,181317,WARRICK,1,1
5307,-1,30268,30244,9591.277598,0.000000,72.787302,53.985229,0.137815,3,3,181317,WARRICK,1,1
5492,1,35920,35972,2875.333392,0.000000,732.049782,53.939840,0.860905,1,3,180468,MARTIN,1,1
5492,-1,35972,35920,2995.103167,0.000000,591.202995,53.950344,0.860905,1,3,180468,MARTIN,1,1
5493,1,35972,35973,2875.333392,0.000000,732.049782,53.939844,0.215210,1,3,180468,MARTIN,1,1
5493,-1,35973,35972,2995.103167,0.000000,591.202995,53.950348,0.215210,1,3,180468,MARTIN,1,1
5494,1,35976,35914,3090.423835,0.000000,735.279852,53.927396,0.860994,1,3,180468,MARTIN,1,1
5494,-1,35914,35976,3206.320936,0.000000,594.130087,53.939767,0.860994,1,3,180468,MARTIN,1,1
5495,1,35914,35915,3090.423835,0.000000,735.279852,33.369030,0.856341,1,3,180469,MARTIN,1,1
5495,-1,35915,35914,3206.320936,0.000000,594.130087,53.939771,0.856341,1,3,180469,MARTIN,1,1
5576,1,33496,33497,242.902476,0.000000,4.117940,38.999988,1.342178,1,7,180376,DAVIESS,1,1
5576,-1,33497,33496,34.860743,0.000000,4.412185,39.000001,1.342178,1,7,180376,DAVIESS,1,1
